"","lat","lon"
"468",-27.5948698,-48.5482195
"469",35.751179,-86.9300023
"470",28.5383355,-81.3792365
"471",32.7554883,-97.3307658
"472",41.6611277,-91.5301683
"473",41.9270367,-73.9973608
"474",40.1672068,-105.1019275
"475",6.244203,-75.5812119
"476",27.816415,-80.4706078
"477",43.2341813,-86.2483921
"478",35.2156489,-94.2557663
"479",33.7489954,-84.3879824
"480",44.0624879,-103.1462899
"481",38.2526647,-85.7584557
"482",51.7343313,0.4690888
"483",52.1306607,-3.7837117
"484",42.1014831,-72.589811
"485",43.653226,-79.3831843
"486",40.7830603,-73.9712488
"487",41.5868353,-93.6249593
"488",37.8393332,-84.2700179
"489",38.2526647,-85.7584557
"490",41.8781136,-87.6297982
"491",41.3978217,-82.2223774
"492",34.5199402,-105.8700901
"493",39.9611755,-82.9987942
"494",40.0583238,-74.4056612
"495",40.0918895,-74.3587473
"496",40.5187154,-74.4120953
"497",32.1656221,-82.9000751
"498",41.8781136,-87.6297982
"499",39.7392358,-104.990251
"500",42.9633599,-85.6680863
"501",39.768403,-86.158068
"502",34.8697395,-111.7609896
"503",40.7521936,-73.993451
"504",32.2226066,-110.9747108
"505",40.7830603,-73.9712488
"506",44.977753,-93.2650108
"507",40.7127753,-74.0059728
"508",37.5059332,-77.3324425
"509",26.7153424,-80.0533746
"510",35.0073697,-80.9450759
"511",35.0456297,-85.3096801
"512",41.2831958,-96.2368465
"513",41.6130323,-70.9704787
"514",43.8137751,-91.2519017
"515",40.9867609,-75.1946248
"516",37.4315734,-78.6568942
"517",35.1495343,-90.0489801
"518",28.5383355,-81.3792365
"519",32.0808989,-81.091203
"520",40.2364486,-83.3671432
"521",30.0444196,31.2357116
"522",40.6781784,-73.9441579
"523",46.8083268,-100.7837392
"524",43.0730517,-89.4012302
"525",38.8338816,-104.8213634
"526",42.923366,-79.3757559
"527",35.1556997,-89.9889893
"528",33.7489954,-84.3879824
"529",43.2477685,-89.343727
"530",39.9611755,-82.9987942
"531",27.6386434,-80.3972736
"532",38.6270025,-90.1994042
"533",30.627977,-96.3344068
"534",42.4989936,-83.3677168
"535",44.977753,-93.2650108
"536",26.7153424,-80.0533746
"537",40.5958021,-73.7446217
"538",41.9778795,-91.6656232
"539",42.732535,-84.5555347
"540",33.7489954,-84.3879824
"541",40.7127753,-74.0059728
"542",41.6032207,-73.087749
"543",42.4048028,-82.1910378
"544",28.0870967,30.7618397
"545",43.653226,-79.3831843
"546",40.6781784,-73.9441579
"547",42.9633599,-85.6680863
"548",42.4048028,-82.1910378
"549",42.3600825,-71.0588801
"550",38.9071923,-77.0368707
"551",46.729553,-94.6858998
"552",42.4048028,-82.1910378
"553",42.4048028,-82.1910378
"554",38.9071923,-77.0368707
"555",35.1495343,-90.0489801
"556",41.8781136,-87.6297982
"557",43.5890452,-79.6441198
"558",45.2671352,19.8335496
"559",34.7303688,-86.5861037
"560",40.5753817,-74.3223703
"561",35.1495343,-90.0489801
"562",41.2033216,-77.1945247
"563",41.49932,-81.6943605
"564",39.165325,-86.5263857
"565",44.977753,-93.2650108
"566",32.1656221,-82.9000751
"567",38.9108325,-75.5276699
"568",42.5348993,-92.4453161
"569",41.8781136,-87.6297982
"570",39.4562099,-77.9638869
"571",32.3182314,-86.902298
"572",41.2033216,-77.1945247
"573",40.789142,-73.134961
"574",51.253775,-85.323214
"575",40.7127753,-74.0059728
"576",28.5383355,-81.3792365
"577",33.7489954,-84.3879824
"578",-7.1449956,111.6153945
"579",40.8447819,-73.8648268
"580",42.3600825,-71.0588801
"581",40.3470543,-74.0643065
"582",35.5174913,-86.5804473
"583",33.8312185,-87.2775053
"584",32.7287472,-94.9424379
"585",44.3083541,-77.7977003
"586",57.477773,-4.224721
"587",43.1938516,-71.5723953
